2026-06-19 23:07:16,700 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:409 | INFO | Starting categorical WoE auto binning. Feature:gender, Target:TARGET
2026-06-19 23:07:25,042 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:815 | INFO | --------------------------------------------------
2026-06-19 23:07:25,042 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:816 | INFO | WoE Summary Table:
2026-06-19 23:07:25,046 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:817 | INFO | 
                          _bin  total  good  bad  bad_rate  bin_pct  good_dist  bad_dist  good_dist_minus_bad_dist  odds_ratio       woe  woe_display       iv
repayment_status_jul_2005_grp0   3968  3343  625  0.157510 0.197413   0.213560  0.140625                  0.072935    1.518651  0.417822    41.782244 0.030474
repayment_status_jul_2005_grp1   2730  2253  477  0.174725 0.135821   0.143938  0.107352                  0.036587    1.340813  0.293276    29.327601 0.010730
repayment_status_jul_2005_grp2  10573  8717 1856  0.175541 0.526020   0.556815  0.417379                  0.139437    1.334077  0.288240    28.823983 0.040191
repayment_status_jul_2005_grp3   2829  1341 1488  0.525981 0.140746   0.085686  0.334645                 -0.248959    0.256051 -1.362380  -136.238018 0.339177

2026-06-19 23:07:25,047 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:818 | INFO | --------------------------------------------------
2026-06-19 23:07:25,047 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:819 | INFO | Values to Group:
2026-06-19 23:07:25,047 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jul_2005_grp0: ['-1']
2026-06-19 23:07:25,048 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jul_2005_grp1: ['-2']
2026-06-19 23:07:25,048 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jul_2005_grp2: ['0']
2026-06-19 23:07:25,048 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jul_2005_grp3: ['2', 'Rare']
2026-06-19 23:07:25,048 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:822 | INFO | --------------------------------------------------
2026-06-19 23:07:25,049 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:823 | INFO | Quality Check Results:
2026-06-19 23:07:25,049 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   minBinPct: Is minimum pct of each bin > 0.05? -> True
2026-06-19 23:07:25,049 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   goodBadExist: Do good and bad exist in every bin? -> True
2026-06-19 23:07:25,049 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   badRateMonotonic: Is Bad Rate monotonic? -> True
2026-06-19 23:07:25,049 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   woeMonotonic: Is WoE monotonic? -> True
2026-06-19 23:07:25,050 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   binCount: Are bins between 2 and 6? -> True
2026-06-19 23:07:25,050 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   ivReasonable: Is IV 0.420572 reasonable? (0.02 < IV < 0.50) -> True
2026-06-19 23:07:25,050 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:826 | INFO | --------------------------------------------------
2026-06-19 23:07:25,050 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:828 | INFO | Auto binning completed successfully for feature: 'repayment_status_jul_2005'
2026-06-19 23:07:25,050 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:829 | INFO | ==================================================
2026-06-19 23:07:25,052 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:409 | INFO | Starting categorical WoE auto binning. Feature:repayment_status_jun_2005, Target:TARGET
2026-06-19 23:07:25,059 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:463 | INFO | Missing rows dropped. Before=20100, After=20100, Dropped=0
2026-06-19 23:07:25,059 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:466 | INFO | Target variable TARGET converted to integer type.
2026-06-19 23:07:25,061 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:470 | INFO | Distinct categories found: ['-1', '-2', '0', '2', 'Rare']
2026-06-19 23:07:25,061 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:182 | INFO | Creating initial category groups. Category count=5
2026-06-19 23:07:25,061 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:188 | INFO | Initial category groups created:
2026-06-19 23:07:25,062 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '-1' -> Group: 0
2026-06-19 23:07:25,062 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '-2' -> Group: 1
2026-06-19 23:07:25,062 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '0' -> Group: 2
2026-06-19 23:07:25,062 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '2' -> Group: 3
2026-06-19 23:07:25,062 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: 'Rare' -> Group: 4
2026-06-19 23:07:25,063 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 1 ---
2026-06-19 23:07:25,063 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=5
2026-06-19 23:07:25,065 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,065 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3807 observations, Categories: ['-1']
2026-06-19 23:07:25,066 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 2908 observations, Categories: ['-2']
2026-06-19 23:07:25,067 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 11009 observations, Categories: ['0']
2026-06-19 23:07:25,067 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2145 observations, Categories: ['2']
2026-06-19 23:07:25,067 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 231 observations, Categories: ['Rare']
2026-06-19 23:07:25,067 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 1 - Bins assigned based on current category groups.
2026-06-19 23:07:25,067 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,070 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,072 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=5, Total IV=0.371854
2026-06-19 23:07:25,072 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 1 - WoE / IV summary table calculated.
2026-06-19 23:07:25,072 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 1 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,073 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 1 - Current bin count=5, Current IV=0.371854
2026-06-19 23:07:25,074 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 1 - RULES CHECK START
2026-06-19 23:07:25,075 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,076 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 1 - Problem bin=4, Merge with bin=3
2026-06-19 23:07:25,076 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 3 into group 4
2026-06-19 23:07:25,076 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=4
2026-06-19 23:07:25,076 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 1 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,076 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 2 ---
2026-06-19 23:07:25,076 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=4
2026-06-19 23:07:25,078 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,079 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3807 observations, Categories: ['-1']
2026-06-19 23:07:25,079 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 2908 observations, Categories: ['-2']
2026-06-19 23:07:25,079 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 11009 observations, Categories: ['0']
2026-06-19 23:07:25,080 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2376 observations, Categories: ['2', 'Rare']
2026-06-19 23:07:25,080 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 2 - Bins assigned based on current category groups.
2026-06-19 23:07:25,080 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,084 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,086 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=4, Total IV=0.369447
2026-06-19 23:07:25,087 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 2 - WoE / IV summary table calculated.
2026-06-19 23:07:25,087 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 2 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,087 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 2 - Current bin count=4, Current IV=0.369447
2026-06-19 23:07:25,088 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 2 - RULES CHECK START
2026-06-19 23:07:25,090 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:681 | INFO | No more merge required. Stopping at iteration=2
2026-06-19 23:07:25,090 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:689 | INFO | Iterative merging process completed after 2 iterations.
2026-06-19 23:07:25,091 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:690 | INFO | ----FINAL BINNING RESULTS----
2026-06-19 23:07:25,091 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=4
2026-06-19 23:07:25,092 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,092 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3807 observations, Categories: ['-1']
2026-06-19 23:07:25,092 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 2908 observations, Categories: ['-2']
2026-06-19 23:07:25,093 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 11009 observations, Categories: ['0']
2026-06-19 23:07:25,093 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2376 observations, Categories: ['2', 'Rare']
2026-06-19 23:07:25,093 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,095 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,097 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=4, Total IV=0.369447
2026-06-19 23:07:25,099 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:759 | INFO | Final status: PASS (all checks passed)
2026-06-19 23:07:25,099 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:764 | INFO | Feature: repayment_status_jun_2005, Final bins=4, Total IV=0.369447, Status=PASS
2026-06-19 23:07:25,100 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:766 | INFO | Values to Group mapping:
2026-06-19 23:07:25,100 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:768 | INFO |   - repayment_status_jun_2005_grp0: ['-1']
2026-06-19 23:07:25,100 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:768 | INFO |   - repayment_status_jun_2005_grp1: ['-2']
2026-06-19 23:07:25,100 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:768 | INFO |   - repayment_status_jun_2005_grp2: ['0']
2026-06-19 23:07:25,100 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:768 | INFO |   - repayment_status_jun_2005_grp3: ['2', 'Rare']
2026-06-19 23:07:25,102 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:788 | INFO | Auto binning result saved to ./outputs/auto_binning_woe/repayment_status_jun_2005/final_auto_binning_woe.json
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:792 | INFO | Final WOE table saved to ./outputs/auto_binning_woe/repayment_status_jun_2005/final_woe_table.csv
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:795 | INFO | ==================================================
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:796 | INFO | INITIALIZE PARAMETERS
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:797 | INFO | Feature:..................... repayment_status_jun_2005
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:798 | INFO | Target:...................... TARGET
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:799 | INFO | Minimum Bin Percentage:...... 0.05
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:800 | INFO | Maximum Final Bins:.......... 6
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:801 | INFO | Minimum Final Bins:.......... 2
2026-06-19 23:07:25,103 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:802 | INFO | Minimum IV:.................. 0.02
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:803 | INFO | Maximum IV:.................. 0.5
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:804 | INFO | Maximum Iterations:.......... 20
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:805 | INFO | ==================================================
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:807 | INFO | ==================================================
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:808 | INFO | AUTO BINNING RESULTS
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:809 | INFO | Stopping Iteration:............... 2
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:810 | INFO | Feature Name:..................... repayment_status_jun_2005
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:811 | INFO | Final Bin Count:.................. 4
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:812 | INFO | Total Information Value (IV):..... 0.369447
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:813 | INFO | IV Interpretation:................ Strong Predictive Power
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:814 | INFO | Binning Status:................... PASS
2026-06-19 23:07:25,104 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:815 | INFO | --------------------------------------------------
2026-06-19 23:07:25,105 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:816 | INFO | WoE Summary Table:
2026-06-19 23:07:25,106 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:817 | INFO | 
                          _bin  total  good  bad  bad_rate  bin_pct  good_dist  bad_dist  good_dist_minus_bad_dist  odds_ratio       woe  woe_display       iv
repayment_status_jun_2005_grp0   3807  3194  613  0.161019 0.189403   0.204043  0.137927                  0.066116    1.479355  0.391606    39.160592 0.025891
repayment_status_jun_2005_grp1   2908  2382  526  0.180880 0.144677   0.152178  0.118368                  0.033810    1.285637  0.251255    25.125463 0.008495
repayment_status_jun_2005_grp2  11009  8982 2027  0.184122 0.547711   0.573742  0.455823                  0.117919    1.258694  0.230075    23.007506 0.027130
repayment_status_jun_2005_grp3   2376  1096 1280  0.538721 0.118209   0.070037  0.287882                 -0.217845    0.243284 -1.413527  -141.352701 0.307930

2026-06-19 23:07:25,106 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:818 | INFO | --------------------------------------------------
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:819 | INFO | Values to Group:
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jun_2005_grp0: ['-1']
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jun_2005_grp1: ['-2']
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jun_2005_grp2: ['0']
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:821 | INFO |   repayment_status_jun_2005_grp3: ['2', 'Rare']
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:822 | INFO | --------------------------------------------------
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:823 | INFO | Quality Check Results:
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   minBinPct: Is minimum pct of each bin > 0.05? -> True
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   goodBadExist: Do good and bad exist in every bin? -> True
2026-06-19 23:07:25,107 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   badRateMonotonic: Is Bad Rate monotonic? -> True
2026-06-19 23:07:25,108 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   woeMonotonic: Is WoE monotonic? -> True
2026-06-19 23:07:25,108 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   binCount: Are bins between 2 and 6? -> True
2026-06-19 23:07:25,108 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:825 | INFO |   ivReasonable: Is IV 0.369447 reasonable? (0.02 < IV < 0.50) -> True
2026-06-19 23:07:25,108 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:826 | INFO | --------------------------------------------------
2026-06-19 23:07:25,108 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:828 | INFO | Auto binning completed successfully for feature: 'repayment_status_jun_2005'
2026-06-19 23:07:25,108 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:829 | INFO | ==================================================
2026-06-19 23:07:25,109 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:409 | INFO | Starting categorical WoE auto binning. Feature:repayment_status_may_2005, Target:TARGET
2026-06-19 23:07:25,112 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:463 | INFO | Missing rows dropped. Before=20100, After=20100, Dropped=0
2026-06-19 23:07:25,112 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:466 | INFO | Target variable TARGET converted to integer type.
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:470 | INFO | Distinct categories found: ['-1', '-2', '0', '2', '3', '4', '5', '6', '7', '8']
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:182 | INFO | Creating initial category groups. Category count=10
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:188 | INFO | Initial category groups created:
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '-1' -> Group: 0
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '-2' -> Group: 1
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '0' -> Group: 2
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '2' -> Group: 3
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '3' -> Group: 4
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '4' -> Group: 5
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '5' -> Group: 6
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '6' -> Group: 7
2026-06-19 23:07:25,113 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '7' -> Group: 8
2026-06-19 23:07:25,114 | [None] | mlops.auto_binning_woe_categorical | create_initial_category_groups:190 | INFO |   - Category: '8' -> Group: 9
2026-06-19 23:07:25,114 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 1 ---
2026-06-19 23:07:25,114 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=10
2026-06-19 23:07:25,115 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:25,115 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3702 observations, Categories: ['-1']
2026-06-19 23:07:25,115 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 3069 observations, Categories: ['-2']
2026-06-19 23:07:25,115 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 11346 observations, Categories: ['0']
2026-06-19 23:07:25,116 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 1757 observations, Categories: ['2']
2026-06-19 23:07:25,116 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 124 observations, Categories: ['3']
2026-06-19 23:07:25,116 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 60 observations, Categories: ['4']
2026-06-19 23:07:25,116 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 9 observations, Categories: ['5']
2026-06-19 23:07:25,116 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 7: 3 observations, Categories: ['6']
2026-06-19 23:07:25,116 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 8: 29 observations, Categories: ['7']
2026-06-19 23:07:25,116 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 9: 1 observations, Categories: ['8']
2026-06-19 23:07:25,117 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 1 - Bins assigned based on current category groups.
2026-06-19 23:07:25,117 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:25,119 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:25,120 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=10, Total IV=0.348989
2026-06-19 23:07:25,120 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 1 - WoE / IV summary table calculated.
2026-06-19 23:07:25,121 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 1 - Summary table sorted by bad_rate.
2026-06-19 23:07:25,121 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 1 - Current bin count=10, Current IV=0.348989
2026-06-19 23:07:25,122 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 1 - RULES CHECK START
2026-06-19 23:07:25,123 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:25,123 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 1 - Problem bin=9, Merge with bin=7
2026-06-19 23:07:25,123 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 7 into group 9
2026-06-19 23:07:25,123 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=9
2026-06-19 23:07:25,123 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 1 - Category groups merged based on Rule 1.
2026-06-19 23:07:25,124 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 2 ---
2026-06-19 23:07:25,124 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=9
2026-06-19 23:07:25,125 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
